tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N18557,NA,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N187PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N19554,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N200SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N200WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N201AA,1959,Fixed wing single engine,CESSNA,150,1,2,90,Reciprocating
N201FR,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N201LV,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N202AA,1980,Fixed wing multi engine,CESSNA,421C,2,8,90,Reciprocating
N202FR,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N202SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N202WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N203FR,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-214,2,182,NA,Turbo-fan
N203SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N203WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N204SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N204WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N205FR,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N205SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N205WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N206FR,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N206SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N206WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N207AA,2001,Fixed wing multi engine,GULFSTREAM AEROSPACE,G-IV,2,22,NA,Turbo-fan
N207FR,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N207SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N207WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N208SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N208WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N209SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N209WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N210FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N210WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N21129,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N21130,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N21144,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N21154,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N21197,2006,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N211FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N211SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N211WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N212WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N213FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N213SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N213WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N214WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N21537,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N215WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N216FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N216WR,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N21723,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N217JC,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N218FR,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-214,2,182,NA,Turbo-fan
N218WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N219WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N220FR,2013,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N220WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N221FR,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N221WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N222WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N223WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N224AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N224WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N225WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N226WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N227AA,1983,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N227FR,2014,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N227WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N228WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N22909,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N229WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N230FR,2015,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N230WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N23139,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N231WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N232FR,2015,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N232WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N233FR,2016,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N233LV,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N234AA,2016,Fixed wing multi engine,DIAMOND AIRCRAFT IND GMBH,DA 42 NG,2,4,NA,Reciprocating
N234WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N235WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N236AA,1981,Rotorcraft,SIKORSKY,UH-60A,2,15,NA,Turbo-shaft
N236AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N236WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N23707,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N23708,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N23721,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N237AA,1984,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N237AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N237WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N238AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N238WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N239WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N240WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N24103,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N24128,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N241SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N241WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N24202,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N24211,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N24212,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N24224,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N242AA,1984,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N242SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N242WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N243LR,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N243SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N243WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N244AA,1985,Rotorcraft,SIKORSKY,UH-60A,2,15,NA,Turbo-shaft
N244LR,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N244SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N244WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N245AA,1984,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N245LR,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N245WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N246LR,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N246LV,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N246SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N24702,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N24706,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N24715,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N24729,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N24736,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N247AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N247LR,2011,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N247SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N247WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N248AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N248LR,2011,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N248WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N249LR,2011,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N249WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N250SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N250WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N25134,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N251AK,NA,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N251SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N251WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N25201,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N252WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N253AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N253SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N253WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N254SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N254WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N255SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N255WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N256SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N256WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N25705,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N257SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N257WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N258SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N258WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N259SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N259WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N260AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N260SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N260WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N26141,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N261WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N26208,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N26210,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N26215,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N26226,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N26232,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N262WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N263AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N263WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N264AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N264LV,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N26545,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N26549,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N265AK,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N265WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N266AK,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N266WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N267AK,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N267WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N268AK,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N268WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N269WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N270,1961,Fixed wing multi engine,BEECH,D50E,2,6,167,Reciprocating
N270AK,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N270WN,1998,Fixed wing multi engine,BOEING,737-705,2,149,NA,Turbo-fan
N271,1917,Fixed wing single engine,POLSON THOR,POLSON SPECIAL,1,1,NA,Reciprocating
N27152,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N27190,2005,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N271LV,NA,Fixed wing multi engine,BOEING,737-705,2,149,NA,Turbo-fan
N27200,2006,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N27205,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N27213,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N27239,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N27246,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N272WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N273AK,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N273WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N27477,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N274AK,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N274WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N27523,2001,Fixed wing multi engine,EMBRAER,EMB-135LR,2,37,NA,Turbo-fan
N275WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N276WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N27722,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N27724,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N27733,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N27734,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N277AK,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N277WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N278AK,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N278WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N279WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N280AK,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N280WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N281WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N282WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N283WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N28457,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N28478,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N284WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N28518,2000,Fixed wing multi engine,EMBRAER,EMB-135LR,2,37,NA,Turbo-fan
N28529,2001,Fixed wing multi engine,EMBRAER,EMB-135LR,2,37,NA,Turbo-fan
N285WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N286WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N287WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N288WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N289CT,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N290WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N291WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N292WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N293,1975,Fixed wing multi engine,CESSNA,T337G,2,6,142,Reciprocating
N293WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N294WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N29515,2000,Fixed wing multi engine,EMBRAER,EMB-135LR,2,37,NA,Turbo-fan
N295WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N296WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N29717,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N297WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N298AA,1985,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N298WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N29906,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N29917,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N299WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N300SW,1984,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N301FR,2016,Fixed wing multi engine,AIRBUS,A320-251N,2,190,NA,Turbo-jet
N301NB,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
N302AS,2003,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-fan
N302NB,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
N303AS,2001,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-fan
N30401,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
N305AS,2001,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-fan
N306AS,2001,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-fan
N306AW,NA,Rotorcraft,ALLIED DRONES LLC,AT28,8,NA,NA,Electric
N306DQ,2009,Fixed wing multi engine,BOEING,737-732,2,149,NA,Turbo-fan
N307AS,2001,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-fan
N309AS,2001,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-fan
N309US,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
N310FR,2017,Fixed wing multi engine,AIRBUS,A320-251N,2,190,NA,Turbo-jet
N310NW,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
N310SW,2014,Rotorcraft,AIRBUS HELICOPTERS,AS 350B3,1,7,NA,Turbo-shaft
N31131,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N311AW,NA,Rotorcraft,ALLIED DRONES LLC,AT28,8,NA,NA,Electric
N311US,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
N312US,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
N313US,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
N31412,2002,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
N314NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
N314US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
N315AS,2002,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-fan
N315NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
N316NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
N316US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
N317AS,2003,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-fan
N317FR,2017,Fixed wing multi engine,AIRBUS,A320-251N,2,190,NA,Turbo-jet
N317NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
N317US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
N317WN,1988,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
N318AS,2003,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-fan
N318NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
N318SW,NA,Fixed wing single engine,THRUSH AIRCRAFT INC,S2R-H80,1,1,NA,Turbo-prop
N318US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
N319AS,2003,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-fan
N319NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
N319US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
N320AS,2003,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-fan
N320NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
N320US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
N321NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
N321US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
N322NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
N322US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
N323AS,2004,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-fan
N323NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
N323US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
